id	effectiveTime	active	moduleId	sourceId	destinationId	relationshipGroup	typeId	characteristicTypeId	modifierId
999028681000230124	20211027	1	999000011000230102	999028651000230104	999000051000230103	0	116680003	900000000000011006	900000000000451002
999028721000230126	20211027	1	999000011000230102	999028691000230109	999000051000230103	0	116680003	900000000000011006	900000000000451002
999028761000230120	20211027	1	999000011000230102	999028731000230101	999000051000230103	0	116680003	900000000000011006	900000000000451002
999028801000230129	20230413	0	999000011000230102	999028771000230104	999000051000230103	0	116680003	900000000000011006	900000000000451002
999028841000230126	20211027	1	999000011000230102	999028811000230104	999000051000230103	0	116680003	900000000000011006	900000000000451002
999028881000230120	20211027	1	999000011000230102	999028851000230100	999000051000230103	0	116680003	900000000000011006	900000000000451002
999028921000230128	20211027	1	999000011000230102	999028891000230105	999000051000230103	0	116680003	900000000000011006	900000000000451002
999028961000230122	20230413	0	999000011000230102	999028931000230103	999000051000230103	0	116680003	900000000000011006	900000000000451002
999029001000230125	20211027	1	999000011000230102	999028971000230101	999000051000230103	0	116680003	900000000000011006	900000000000451002
999029041000230127	20211027	1	999000011000230102	999029011000230100	999000051000230103	0	116680003	900000000000011006	900000000000451002
999029081000230121	20211027	1	999000011000230102	999029051000230101	999000051000230103	0	116680003	900000000000011006	900000000000451002
999029121000230124	20211027	1	999000011000230102	999029091000230106	999000051000230103	0	116680003	900000000000011006	900000000000451002
999029161000230125	20211027	1	999000011000230102	999029131000230109	999000051000230103	0	116680003	900000000000011006	900000000000451002
999029201000230124	20230413	0	999000011000230102	999029171000230106	999000051000230103	0	116680003	900000000000011006	900000000000451002
999029241000230122	20211027	1	999000011000230102	999029211000230109	999000051000230103	0	116680003	900000000000011006	900000000000451002
999029281000230128	20211027	1	999000011000230102	999029251000230108	999000051000230103	0	116680003	900000000000011006	900000000000451002
999029321000230122	20211027	1	999000011000230102	999029291000230103	999000051000230103	0	116680003	900000000000011006	900000000000451002
999029361000230128	20230413	0	999000011000230102	999029331000230107	999000051000230103	0	116680003	900000000000011006	900000000000451002
999029401000230123	20211027	1	999000011000230102	999029371000230109	999000051000230103	0	116680003	900000000000011006	900000000000451002
999029441000230121	20211115	1	999000011000230102	999029411000230108	999000051000230103	0	116680003	900000000000011006	900000000000451002
999029481000230127	20211115	1	999000011000230102	999029451000230107	999000051000230103	0	116680003	900000000000011006	900000000000451002
999029521000230127	20211115	1	999000011000230102	999029491000230102	999000051000230103	0	116680003	900000000000011006	900000000000451002
999029561000230121	20211115	1	999000011000230102	999029531000230102	999000051000230103	0	116680003	900000000000011006	900000000000451002
999029601000230121	20211221	1	999000011000230102	999029571000230100	999000051000230103	0	116680003	900000000000011006	900000000000451002
999029641000230124	20211221	1	999000011000230102	999029611000230106	999000051000230103	0	116680003	900000000000011006	900000000000451002
999029681000230125	20211221	1	999000011000230102	999029651000230105	999000051000230103	0	116680003	900000000000011006	900000000000451002
999029721000230123	20211221	1	999000011000230102	999029691000230100	999000051000230103	0	116680003	900000000000011006	900000000000451002
999029761000230129	20211221	1	999000011000230102	999029731000230108	999000051000230103	0	116680003	900000000000011006	900000000000451002
999029801000230120	20211221	1	999000011000230102	999029771000230105	999000051000230103	0	116680003	900000000000011006	900000000000451002
999029841000230123	20211221	1	999000011000230102	999029811000230105	999000051000230103	0	116680003	900000000000011006	900000000000451002
999029881000230129	20211221	1	999000011000230102	999029851000230109	999000051000230103	0	116680003	900000000000011006	900000000000451002
999029921000230121	20211221	1	999000011000230102	999029891000230104	999000051000230103	0	116680003	900000000000011006	900000000000451002
999029961000230127	20211221	1	999000011000230102	999029931000230106	999000051000230103	0	116680003	900000000000011006	900000000000451002
999030001000230120	20211221	1	999000011000230102	999029971000230108	999000051000230103	0	116680003	900000000000011006	900000000000451002
999030041000230123	20230818	0	999000011000230102	999030011000230105	999000051000230103	0	116680003	900000000000011006	900000000000451002
999030081000230129	20211221	1	999000011000230102	999030051000230109	999000051000230103	0	116680003	900000000000011006	900000000000451002
999030121000230126	20211221	1	999000011000230102	999030091000230104	999000051000230103	0	116680003	900000000000011006	900000000000451002
999030161000230120	20211221	1	999000011000230102	999030131000230101	999000051000230103	0	116680003	900000000000011006	900000000000451002
999030201000230126	20211221	1	999000011000230102	999030171000230104	999000051000230103	0	116680003	900000000000011006	900000000000451002
999030241000230128	20211221	1	999000011000230102	999030211000230101	999000051000230103	0	116680003	900000000000011006	900000000000451002
999030281000230122	20211221	1	999000011000230102	999030251000230102	999000051000230103	0	116680003	900000000000011006	900000000000451002
999030321000230128	20230413	0	999000011000230102	999030291000230107	999000051000230103	0	116680003	900000000000011006	900000000000451002
999030361000230122	20211221	1	999000011000230102	999030331000230103	999000051000230103	0	116680003	900000000000011006	900000000000451002
999030401000230127	20211221	1	999000011000230102	999030371000230101	999000051000230103	0	116680003	900000000000011006	900000000000451002
999030441000230129	20250521	0	999000011000230102	999030411000230102	999000051000230103	0	116680003	900000000000011006	900000000000451002
999030561000230129	20211221	1	999000011000230102	999030531000230108	999000051000230103	0	116680003	900000000000011006	900000000000451002
999030601000230129	20211221	1	999000011000230102	999030571000230105	999000051000230103	0	116680003	900000000000011006	900000000000451002
999030641000230126	20211221	1	999000011000230102	999030611000230104	999000051000230103	0	116680003	900000000000011006	900000000000451002
999030681000230120	20211221	1	999000011000230102	999030651000230100	999000051000230103	0	116680003	900000000000011006	900000000000451002
999030721000230127	20250521	0	999000011000230102	999030691000230105	999000051000230103	0	116680003	900000000000011006	900000000000451002
999030761000230121	20250521	0	999000011000230102	999030731000230102	999000051000230103	0	116680003	900000000000011006	900000000000451002
999030801000230125	20250521	0	999000011000230102	999030771000230100	999000051000230103	0	116680003	900000000000011006	900000000000451002
999030841000230127	20211221	1	999000011000230102	999030811000230100	999000051000230103	0	116680003	900000000000011006	900000000000451002
999030881000230121	20231127	0	999000011000230102	999030851000230101	999000051000230103	0	116680003	900000000000011006	900000000000451002
999030921000230129	20211221	1	999000011000230102	999030891000230106	999000051000230103	0	116680003	900000000000011006	900000000000451002
999030961000230123	20211221	1	999000011000230102	999030931000230104	999000051000230103	0	116680003	900000000000011006	900000000000451002
999031001000230127	20211221	1	999000011000230102	999030971000230102	999000051000230103	0	116680003	900000000000011006	900000000000451002
999031041000230129	20211221	1	999000011000230102	999031011000230102	999000051000230103	0	116680003	900000000000011006	900000000000451002
999031081000230123	20211221	1	999000011000230102	999031051000230103	999000051000230103	0	116680003	900000000000011006	900000000000451002
999031121000230121	20211221	1	999000011000230102	999031091000230108	999000051000230103	0	116680003	900000000000011006	900000000000451002
999031201000230121	20211221	1	999000011000230102	999031171000230108	999000051000230103	0	116680003	900000000000011006	900000000000451002
999031241000230124	20211221	1	999000011000230102	999031211000230106	999000051000230103	0	116680003	900000000000011006	900000000000451002
999031281000230125	20211221	1	999000011000230102	999031251000230105	999000051000230103	0	116680003	900000000000011006	900000000000451002
999031321000230124	20250521	0	999000011000230102	999031291000230100	999000051000230103	0	116680003	900000000000011006	900000000000451002
999031361000230125	20250521	0	999000011000230102	999031331000230109	999000051000230103	0	116680003	900000000000011006	900000000000451002
999031401000230120	20220309	1	999000011000230102	999031371000230106	999000051000230103	0	116680003	900000000000011006	900000000000451002
999031441000230123	20220309	1	999000011000230102	999031411000230105	999000051000230103	0	116680003	900000000000011006	900000000000451002
999031481000230129	20230818	0	999000011000230102	999031451000230109	999000051000230103	0	116680003	900000000000011006	900000000000451002
999031521000230129	20220309	1	999000011000230102	999031491000230104	999000051000230103	0	116680003	900000000000011006	900000000000451002
999031561000230123	20220309	1	999000011000230102	999031531000230104	999000051000230103	0	116680003	900000000000011006	900000000000451002
999031601000230123	20220309	1	999000011000230102	999031571000230102	999000051000230103	0	116680003	900000000000011006	900000000000451002
999031641000230121	20220309	1	999000011000230102	999031611000230108	999000051000230103	0	116680003	900000000000011006	900000000000451002
999031681000230127	20220309	1	999000011000230102	999031651000230107	999000051000230103	0	116680003	900000000000011006	900000000000451002
999031721000230120	20220309	1	999000011000230102	999031691000230102	999000051000230103	0	116680003	900000000000011006	900000000000451002
999031761000230126	20220407	1	999000011000230102	999031731000230105	999000051000230103	0	116680003	900000000000011006	900000000000451002
999031801000230122	20220722	1	999000011000230102	999031771000230107	999000051000230103	0	116680003	900000000000011006	900000000000451002
999031841000230120	20220722	1	999000011000230102	999031811000230107	999000051000230103	0	116680003	900000000000011006	900000000000451002
999031881000230126	20220722	1	999000011000230102	999031851000230106	999000051000230103	0	116680003	900000000000011006	900000000000451002
999031921000230123	20220722	1	999000011000230102	999031891000230101	999000051000230103	0	116680003	900000000000011006	900000000000451002
999031961000230129	20220722	1	999000011000230102	999031931000230108	999000051000230103	0	116680003	900000000000011006	900000000000451002
999032001000230124	20220722	1	999000011000230102	999031971000230105	999000051000230103	0	116680003	900000000000011006	900000000000451002
999032041000230122	20220722	1	999000011000230102	999032011000230109	999000051000230103	0	116680003	900000000000011006	900000000000451002
999032081000230128	20220722	1	999000011000230102	999032051000230108	999000051000230103	0	116680003	900000000000011006	900000000000451002
999032121000230125	20220722	1	999000011000230102	999032091000230103	999000051000230103	0	116680003	900000000000011006	900000000000451002
999032161000230124	20220722	1	999000011000230102	999032131000230100	999000051000230103	0	116680003	900000000000011006	900000000000451002
999032201000230125	20220722	1	999000011000230102	999032171000230103	999000051000230103	0	116680003	900000000000011006	900000000000451002
999032241000230127	20220722	1	999000011000230102	999032211000230100	999000051000230103	0	116680003	900000000000011006	900000000000451002
999032281000230121	20220722	1	999000011000230102	999032251000230101	999000051000230103	0	116680003	900000000000011006	900000000000451002
999032321000230127	20220722	1	999000011000230102	999032291000230106	999000051000230103	0	116680003	900000000000011006	900000000000451002
999032361000230121	20220722	1	999000011000230102	999032331000230102	999000051000230103	0	116680003	900000000000011006	900000000000451002
999032401000230126	20220722	1	999000011000230102	999032371000230100	999000051000230103	0	116680003	900000000000011006	900000000000451002
999032441000230128	20220722	1	999000011000230102	999032411000230101	999000051000230103	0	116680003	900000000000011006	900000000000451002
999032481000230122	20220722	1	999000011000230102	999032451000230102	999000051000230103	0	116680003	900000000000011006	900000000000451002
999032521000230122	20220722	1	999000011000230102	999032491000230107	999000051000230103	0	116680003	900000000000011006	900000000000451002
999032561000230128	20220722	1	999000011000230102	999032531000230107	999000051000230103	0	116680003	900000000000011006	900000000000451002
999032601000230128	20220722	1	999000011000230102	999032571000230109	999000051000230103	0	116680003	900000000000011006	900000000000451002
999032641000230125	20220722	1	999000011000230102	999032611000230103	999000051000230103	0	116680003	900000000000011006	900000000000451002
999032681000230124	20220722	1	999000011000230102	999032651000230104	999000051000230103	0	116680003	900000000000011006	900000000000451002
999032721000230126	20220722	1	999000011000230102	999032691000230109	999000051000230103	0	116680003	900000000000011006	900000000000451002
999032761000230120	20220722	1	999000011000230102	999032731000230101	999000051000230103	0	116680003	900000000000011006	900000000000451002
999032801000230129	20220722	1	999000011000230102	999032771000230104	999000051000230103	0	116680003	900000000000011006	900000000000451002
999032841000230126	20220722	1	999000011000230102	999032811000230104	999000051000230103	0	116680003	900000000000011006	900000000000451002
999032881000230120	20220722	1	999000011000230102	999032851000230100	999000051000230103	0	116680003	900000000000011006	900000000000451002
999032921000230128	20220722	1	999000011000230102	999032891000230105	999000051000230103	0	116680003	900000000000011006	900000000000451002
999032961000230122	20220722	1	999000011000230102	999032931000230103	999000051000230103	0	116680003	900000000000011006	900000000000451002
999033001000230126	20220722	1	999000011000230102	999032971000230101	999000051000230103	0	116680003	900000000000011006	900000000000451002
999033041000230128	20220722	1	999000011000230102	999033011000230101	999000051000230103	0	116680003	900000000000011006	900000000000451002
999033081000230122	20231127	0	999000011000230102	999033051000230102	999000051000230103	0	116680003	900000000000011006	900000000000451002
999033121000230120	20231127	0	999000011000230102	999033091000230107	999000051000230103	0	116680003	900000000000011006	900000000000451002
999033161000230126	20231127	0	999000011000230102	999033131000230105	999000051000230103	0	116680003	900000000000011006	900000000000451002
999033201000230120	20231127	0	999000011000230102	999033171000230107	999000051000230103	0	116680003	900000000000011006	900000000000451002
999033241000230123	20220722	1	999000011000230102	999033211000230105	999000051000230103	0	116680003	900000000000011006	900000000000451002
999033281000230129	20220722	1	999000011000230102	999033251000230109	999000051000230103	0	116680003	900000000000011006	900000000000451002
999033321000230123	20220722	1	999000011000230102	999033291000230104	999000051000230103	0	116680003	900000000000011006	900000000000451002
999033361000230129	20220722	1	999000011000230102	999033331000230108	999000051000230103	0	116680003	900000000000011006	900000000000451002
999033401000230124	20220722	1	999000011000230102	999033371000230105	999000051000230103	0	116680003	900000000000011006	900000000000451002
999033441000230122	20220722	1	999000011000230102	999033411000230109	999000051000230103	0	116680003	900000000000011006	900000000000451002
999033481000230128	20220722	1	999000011000230102	999033451000230108	999000051000230103	0	116680003	900000000000011006	900000000000451002
999033521000230128	20220722	1	999000011000230102	999033491000230103	999000051000230103	0	116680003	900000000000011006	900000000000451002
999033561000230122	20220722	1	999000011000230102	999033531000230103	999000051000230103	0	116680003	900000000000011006	900000000000451002
999033601000230122	20220722	1	999000011000230102	999033571000230101	999000051000230103	0	116680003	900000000000011006	900000000000451002
999033641000230120	20220722	1	999000011000230102	999033611000230107	999000051000230103	0	116680003	900000000000011006	900000000000451002
999033681000230126	20220722	1	999000011000230102	999033651000230106	999000051000230103	0	116680003	900000000000011006	900000000000451002
999033721000230124	20220722	1	999000011000230102	999033691000230101	999000051000230103	0	116680003	900000000000011006	900000000000451002
999033761000230125	20220722	1	999000011000230102	999033731000230109	999000051000230103	0	116680003	900000000000011006	900000000000451002
999033801000230121	20220722	1	999000011000230102	999033771000230106	999000051000230103	0	116680003	900000000000011006	900000000000451002
999033841000230124	20220722	1	999000011000230102	999033811000230106	999000051000230103	0	116680003	900000000000011006	900000000000451002
999033881000230125	20220722	1	999000011000230102	999033851000230105	999000051000230103	0	116680003	900000000000011006	900000000000451002
999033921000230122	20220722	1	999000011000230102	999033891000230100	999000051000230103	0	116680003	900000000000011006	900000000000451002
999033961000230128	20220722	1	999000011000230102	999033931000230107	999000051000230103	0	116680003	900000000000011006	900000000000451002
999034041000230126	20220722	1	999000011000230102	999034011000230104	999000051000230103	0	116680003	900000000000011006	900000000000451002
999034081000230120	20220722	1	999000011000230102	999034051000230100	999000051000230103	0	116680003	900000000000011006	900000000000451002
999034121000230123	20220722	1	999000011000230102	999034091000230105	999000051000230103	0	116680003	900000000000011006	900000000000451002
999034161000230129	20220722	1	999000011000230102	999034131000230108	999000051000230103	0	116680003	900000000000011006	900000000000451002
999034201000230123	20220722	1	999000011000230102	999034171000230105	999000051000230103	0	116680003	900000000000011006	900000000000451002
999034241000230121	20220722	1	999000011000230102	999034211000230108	999000051000230103	0	116680003	900000000000011006	900000000000451002
999034281000230127	20220722	1	999000011000230102	999034251000230107	999000051000230103	0	116680003	900000000000011006	900000000000451002
999034321000230121	20220722	1	999000011000230102	999034291000230102	999000051000230103	0	116680003	900000000000011006	900000000000451002
999034361000230127	20220722	1	999000011000230102	999034331000230106	999000051000230103	0	116680003	900000000000011006	900000000000451002
999034401000230122	20220722	1	999000011000230102	999034371000230108	999000051000230103	0	116680003	900000000000011006	900000000000451002
999034441000230120	20220722	1	999000011000230102	999034411000230107	999000051000230103	0	116680003	900000000000011006	900000000000451002
999034481000230126	20220722	1	999000011000230102	999034451000230106	999000051000230103	0	116680003	900000000000011006	900000000000451002
999034521000230126	20220722	1	999000011000230102	999034491000230101	999000051000230103	0	116680003	900000000000011006	900000000000451002
999034561000230120	20220722	1	999000011000230102	999034531000230101	999000051000230103	0	116680003	900000000000011006	900000000000451002
999034641000230123	20220722	1	999000011000230102	999034611000230105	999000051000230103	0	116680003	900000000000011006	900000000000451002
999034681000230129	20220722	1	999000011000230102	999034651000230109	999000051000230103	0	116680003	900000000000011006	900000000000451002
999034721000230122	20220722	1	999000011000230102	999034691000230104	999000051000230103	0	116680003	900000000000011006	900000000000451002
999034761000230128	20231127	0	999000011000230102	999034731000230107	999000051000230103	0	116680003	900000000000011006	900000000000451002
999034801000230124	20231127	0	999000011000230102	999034771000230109	999000051000230103	0	116680003	900000000000011006	900000000000451002
999034841000230122	20230130	0	999000011000230102	999034811000230109	999000051000230103	0	116680003	900000000000011006	900000000000451002
999034881000230128	20230130	0	999000011000230102	999034851000230108	999000051000230103	0	116680003	900000000000011006	900000000000451002
999034921000230120	20220722	1	999000011000230102	999034891000230103	999000051000230103	0	116680003	900000000000011006	900000000000451002
999034961000230126	20220722	1	999000011000230102	999034931000230105	999000051000230103	0	116680003	900000000000011006	900000000000451002
999035001000230125	20220722	1	999000011000230102	999034971000230107	999000051000230103	0	116680003	900000000000011006	900000000000451002
999035041000230127	20220722	1	999000011000230102	999035011000230100	999000051000230103	0	116680003	900000000000011006	900000000000451002
999035081000230121	20220722	1	999000011000230102	999035051000230101	999000051000230103	0	116680003	900000000000011006	900000000000451002
999035121000230124	20220722	1	999000011000230102	999035091000230106	999000051000230103	0	116680003	900000000000011006	900000000000451002
999035161000230125	20220722	1	999000011000230102	999035131000230109	999000051000230103	0	116680003	900000000000011006	900000000000451002
999035201000230124	20220722	1	999000011000230102	999035171000230106	999000051000230103	0	116680003	900000000000011006	900000000000451002
999035241000230122	20220722	1	999000011000230102	999035211000230109	999000051000230103	0	116680003	900000000000011006	900000000000451002
999035281000230128	20220722	1	999000011000230102	999035251000230108	999000051000230103	0	116680003	900000000000011006	900000000000451002
999035321000230122	20220722	1	999000011000230102	999035291000230103	999000051000230103	0	116680003	900000000000011006	900000000000451002
999035361000230128	20220722	1	999000011000230102	999035331000230107	999000051000230103	0	116680003	900000000000011006	900000000000451002
999035401000230123	20220722	1	999000011000230102	999035371000230109	999000051000230103	0	116680003	900000000000011006	900000000000451002
999035441000230121	20220722	1	999000011000230102	999035411000230108	999000051000230103	0	116680003	900000000000011006	900000000000451002
999035481000230127	20220722	1	999000011000230102	999035451000230107	999000051000230103	0	116680003	900000000000011006	900000000000451002
999035521000230127	20220722	1	999000011000230102	999035491000230102	999000051000230103	0	116680003	900000000000011006	900000000000451002
999035561000230121	20220722	1	999000011000230102	999035531000230102	999000051000230103	0	116680003	900000000000011006	900000000000451002
999035601000230121	20220817	1	999000011000230102	999035571000230100	999000051000230103	0	116680003	900000000000011006	900000000000451002
999035641000230124	20220817	1	999000011000230102	999035611000230106	999000051000230103	0	116680003	900000000000011006	900000000000451002
999035681000230125	20220817	1	999000011000230102	999035651000230105	999000051000230103	0	116680003	900000000000011006	900000000000451002
999035721000230123	20220817	1	999000011000230102	999035691000230100	999000051000230103	0	116680003	900000000000011006	900000000000451002
999035761000230129	20220817	1	999000011000230102	999035731000230108	999000051000230103	0	116680003	900000000000011006	900000000000451002
999035771000230122	20230130	0	999000011000230102	999035741000230102	999000051000230103	0	116680003	900000000000011006	900000000000451002
999035781000230124	20221007	1	999000011000230102	999035751000230104	999000051000230103	0	116680003	900000000000011006	900000000000451002
999035791000230121	20221007	1	999000011000230102	999035761000230101	999000051000230103	0	116680003	900000000000011006	900000000000451002
999035801000230120	20221007	1	999000011000230102	999035771000230105	999000051000230103	0	116680003	900000000000011006	900000000000451002
999035811000230122	20230818	0	999000011000230102	999035781000230107	999000051000230103	0	116680003	900000000000011006	900000000000451002
999035821000230125	20221007	1	999000011000230102	999035791000230109	999000051000230103	0	116680003	900000000000011006	900000000000451002
999035831000230128	20221007	1	999000011000230102	999035801000230108	999000051000230103	0	116680003	900000000000011006	900000000000451002
999035841000230123	20221129	1	999000011000230102	999035811000230105	999000051000230103	0	116680003	900000000000011006	900000000000451002
999035851000230121	20221129	1	999000011000230102	999035821000230102	999000051000230103	0	116680003	900000000000011006	900000000000451002
999035861000230124	20221129	1	999000011000230102	999035831000230100	999000051000230103	0	116680003	900000000000011006	900000000000451002
999035871000230126	20221129	1	999000011000230102	999035841000230106	999000051000230103	0	116680003	900000000000011006	900000000000451002
999035881000230129	20221129	1	999000011000230102	999035851000230109	999000051000230103	0	116680003	900000000000011006	900000000000451002
999035891000230127	20221129	1	999000011000230102	999035861000230107	999000051000230103	0	116680003	900000000000011006	900000000000451002
999035901000230126	20221129	1	999000011000230102	999035871000230103	999000051000230103	0	116680003	900000000000011006	900000000000451002
999035911000230129	20221129	1	999000011000230102	999035881000230101	999000051000230103	0	116680003	900000000000011006	900000000000451002
999035921000230121	20221129	1	999000011000230102	999035891000230104	999000051000230103	0	116680003	900000000000011006	900000000000451002
999035931000230123	20230818	0	999000011000230102	999035901000230103	999000051000230103	0	116680003	900000000000011006	900000000000451002
999035941000230128	20230130	1	999000011000230102	999035911000230101	999000051000230103	0	116680003	900000000000011006	900000000000451002
