id	effectiveTime	active	moduleId	conceptId	languageCode	typeId	term	caseSignificanceId
999000021000230114	20200427	1	999000011000230102	999000011000230102	en	900000000000003001	United Kingdom National Health Service primary care data extraction reference set module (core metadata concept)	900000000000017005
999000031000230111	20200427	1	999000011000230102	999000011000230102	en	900000000000013009	UK NHS primary care data extraction reference set module	900000000000017005
999000061000230116	20200427	1	999000011000230102	999000051000230103	en	900000000000003001	United Kingdom National Health Service primary care data extraction - simple type reference set (foundation metadata concept)	900000000000017005
999000071000230113	20200427	1	999000011000230102	999000051000230103	en	900000000000013009	UK NHS primary care data extraction - simple type reference set	900000000000017005
999000101000230119	20200427	1	999000011000230102	999000091000230108	en	900000000000003001	United Kingdom National Health Service primary care data extraction - General practice data extraction - brief intervention for excessive alcohol consumption completed simple reference set (foundation metadata concept)	900000000000017005
999000111000230117	20200427	1	999000011000230102	999000091000230108	en	900000000000013009	UK NHS primary care data extraction - General practice data extraction - brief intervention for excessive alcohol consumption completed simple reference set	900000000000017005
999000141000230116	20200427	1	999000011000230102	999000131000230106	en	900000000000003001	United Kingdom National Health Service primary care data extraction - General practice data extraction - brief intervention for excessive alcohol consumption declined simple reference set (foundation metadata concept)	900000000000017005
999000151000230118	20200427	1	999000011000230102	999000131000230106	en	900000000000013009	UK NHS primary care data extraction - General practice data extraction - brief intervention for excessive alcohol consumption declined simple reference set	900000000000017005
999000181000230114	20200427	1	999000011000230102	999000171000230108	en	900000000000003001	United Kingdom National Health Service primary care data extraction - General practice data extraction - extended intervention for excessive alcohol consumption completed simple reference set (foundation metadata concept)	900000000000017005
999000191000230111	20200427	1	999000011000230102	999000171000230108	en	900000000000013009	UK NHS primary care data extraction - General practice data extraction - extended intervention for excessive alcohol consumption completed simple reference set	900000000000017005
999000221000230119	20200427	1	999000011000230102	999000211000230106	en	900000000000003001	United Kingdom National Health Service primary care data extraction - General practice data extraction - extended intervention for excessive alcohol consumption declined simple reference set (foundation metadata concept)	900000000000017005
999000231000230117	20200427	1	999000011000230102	999000211000230106	en	900000000000013009	UK NHS primary care data extraction - General practice data extraction - extended intervention for excessive alcohol consumption declined simple reference set	900000000000017005
999000261000230112	20200427	1	999000011000230102	999000251000230105	en	900000000000003001	United Kingdom National Health Service primary care data extraction - General practice data extraction - alcohol screening or assessment declined simple reference set (foundation metadata concept)	900000000000017005
999000271000230115	20200427	1	999000011000230102	999000251000230105	en	900000000000013009	UK NHS primary care data extraction - General practice data extraction - alcohol screening or assessment declined simple reference set	900000000000017005
999000301000230117	20200427	1	999000011000230102	999000291000230100	en	900000000000003001	United Kingdom National Health Service primary care data extraction - General practice data extraction - referral to specialist alcohol treatment service simple reference set (foundation metadata concept)	900000000000017005
999000311000230115	20200427	1	999000011000230102	999000291000230100	en	900000000000013009	UK NHS primary care data extraction - General practice data extraction - referral to specialist alcohol treatment service simple reference set	900000000000017005
999000341000230119	20200427	1	999000011000230102	999000331000230109	en	900000000000003001	United Kingdom National Health Service primary care data extraction - General practice data extraction - referral to specialist alcohol treatment service declined simple reference set (foundation metadata concept)	900000000000017005
999000351000230116	20200427	1	999000011000230102	999000331000230109	en	900000000000013009	UK NHS primary care data extraction - General practice data extraction - referral to specialist alcohol treatment service declined simple reference set	900000000000017005
999000381000230112	20200427	1	999000011000230102	999000371000230106	en	900000000000003001	United Kingdom National Health Service primary care data extraction - General practice data extraction - anxiety screening completed simple reference set (foundation metadata concept)	900000000000017005
999000391000230114	20200427	1	999000011000230102	999000371000230106	en	900000000000013009	UK NHS primary care data extraction - General practice data extraction - anxiety screening completed simple reference set	900000000000017005
999000421000230118	20200427	1	999000011000230102	999000411000230105	en	900000000000003001	United Kingdom National Health Service primary care data extraction - General practice data extraction - anxiety screening declined simple reference set (foundation metadata concept)	900000000000017005
999000431000230116	20200427	1	999000011000230102	999000411000230105	en	900000000000013009	UK NHS primary care data extraction - General practice data extraction - anxiety screening declined simple reference set	900000000000017005
999000461000230111	20200427	1	999000011000230102	999000451000230109	en	900000000000003001	United Kingdom National Health Service primary care data extraction - General practice data extraction - anxiety advice or treatment given or referral made simple reference set (foundation metadata concept)	900000000000017005
999000471000230119	20200427	1	999000011000230102	999000451000230109	en	900000000000013009	UK NHS primary care data extraction - General practice data extraction - anxiety advice or treatment given or referral made simple reference set	900000000000017005
999000501000230111	20200427	1	999000011000230102	999000491000230104	en	900000000000003001	United Kingdom National Health Service primary care data extraction - General practice data extraction - alcohol use disorders identification test completed simple reference set (foundation metadata concept)	900000000000017005
999000511000230113	20200427	1	999000011000230102	999000491000230104	en	900000000000013009	UK NHS primary care data extraction - General practice data extraction - alcohol use disorders identification test completed simple reference set	900000000000017005
999000541000230114	20200427	1	999000011000230102	999000531000230104	en	900000000000003001	United Kingdom National Health Service primary care data extraction - General practice data extraction - alcohol use disorder identification test consumption completed simple reference set (foundation metadata concept)	900000000000017005
999000551000230112	20200427	1	999000011000230102	999000531000230104	en	900000000000013009	UK NHS primary care data extraction - General practice data extraction - alcohol use disorder identification test consumption completed simple reference set	900000000000017005
999000581000230116	20200427	1	999000011000230102	999000571000230102	en	900000000000003001	United Kingdom National Health Service primary care data extraction - General practice data extraction - depression screening completed simple reference set (foundation metadata concept)	900000000000017005
999000591000230119	20200427	1	999000011000230102	999000571000230102	en	900000000000013009	UK NHS primary care data extraction - General practice data extraction - depression screening completed simple reference set	900000000000017005
999000621000230116	20200427	1	999000011000230102	999000611000230108	en	900000000000003001	United Kingdom National Health Service primary care data extraction - General practice data extraction - depression screening declined simple reference set (foundation metadata concept)	900000000000017005
999000631000230119	20200427	1	999000011000230102	999000611000230108	en	900000000000013009	UK NHS primary care data extraction - General practice data extraction - depression screening declined simple reference set	900000000000017005
999000661000230114	20200427	1	999000011000230102	999000651000230107	en	900000000000003001	United Kingdom National Health Service primary care data extraction - General practice data extraction - depression advice or treatment given simple reference set (foundation metadata concept)	900000000000017005
999000671000230117	20200427	1	999000011000230102	999000651000230107	en	900000000000013009	UK NHS primary care data extraction - General practice data extraction - depression advice or treatment given simple reference set	900000000000017005
999000701000230118	20200427	1	999000011000230102	999000691000230102	en	900000000000003001	United Kingdom National Health Service primary care data extraction - General practice data extraction - fast alcohol screening test completed simple reference set (foundation metadata concept)	900000000000017005
999000711000230116	20200427	1	999000011000230102	999000691000230102	en	900000000000013009	UK NHS primary care data extraction - General practice data extraction - fast alcohol screening test completed simple reference set	900000000000017005
999000741000230115	20200427	1	999000011000230102	999000731000230105	en	900000000000003001	United Kingdom National Health Service primary care data extraction - General practice data extraction - informed consent for national audit or national diabetes audit simple reference set (foundation metadata concept)	900000000000017005
999000751000230117	20200427	1	999000011000230102	999000731000230105	en	900000000000013009	UK NHS primary care data extraction - General practice data extraction - informed consent for national audit or national diabetes audit simple reference set	900000000000017005
999000781000230113	20200427	1	999000011000230102	999000771000230107	en	900000000000003001	United Kingdom National Health Service primary care data extraction - General practice data extraction - coronary heart disease due to atherosclerosis simple reference set (foundation metadata concept)	900000000000017005
999000791000230110	20200427	1	999000011000230102	999000771000230107	en	900000000000013009	UK NHS primary care data extraction - General practice data extraction - coronary heart disease due to atherosclerosis simple reference set	900000000000017005
999000821000230115	20200427	1	999000011000230102	999000811000230107	en	900000000000003001	United Kingdom National Health Service primary care data extraction - General practice data extraction - serum creatinine levels simple reference set (foundation metadata concept)	900000000000017005
999000831000230118	20200427	1	999000011000230102	999000811000230107	en	900000000000013009	UK NHS primary care data extraction - General practice data extraction - serum creatinine levels simple reference set	900000000000017005
999000861000230113	20200427	1	999000011000230102	999000851000230106	en	900000000000003001	United Kingdom National Health Service primary care data extraction - General practice data extraction - National Health Service diabetes prevention programme started but not yet completed simple reference set (foundation metadata concept)	900000000000017005
999000871000230116	20200427	1	999000011000230102	999000851000230106	en	900000000000013009	UK NHS primary care data extraction - General practice data extraction - National Health Service diabetes prevention programme started but not yet completed simple reference set	900000000000017005
999000901000230116	20200427	1	999000011000230102	999000891000230101	en	900000000000003001	United Kingdom National Health Service primary care data extraction - General practice data extraction - National Health Service diabetes prevention programme completed simple reference set (foundation metadata concept)	900000000000017005
999000911000230119	20200427	1	999000011000230102	999000891000230101	en	900000000000013009	UK NHS primary care data extraction - General practice data extraction - National Health Service diabetes prevention programme completed simple reference set	900000000000017005
999000941000230118	20200427	1	999000011000230102	999000931000230108	en	900000000000003001	United Kingdom National Health Service primary care data extraction - General practice data extraction - referral to National Health Service diabetes prevention programme offered or declined simple reference set (foundation metadata concept)	900000000000017005
999000951000230115	20200427	1	999000011000230102	999000931000230108	en	900000000000013009	UK NHS primary care data extraction - General practice data extraction - referral to National Health Service diabetes prevention programme offered or declined simple reference set	900000000000017005
999000981000230111	20200427	1	999000011000230102	999000971000230105	en	900000000000003001	United Kingdom National Health Service primary care data extraction - General practice data extraction - fasting plasma glucose level simple reference set (foundation metadata concept)	900000000000017005
999000991000230113	20200427	1	999000011000230102	999000971000230105	en	900000000000013009	UK NHS primary care data extraction - General practice data extraction - fasting plasma glucose level simple reference set	900000000000017005
999001021000230118	20200427	1	999000011000230102	999001011000230105	en	900000000000003001	United Kingdom National Health Service primary care data extraction - General practice data extraction - diabetic foot assessment including details of sensation, vibration, pulses, skin simple reference set (foundation metadata concept)	900000000000017005
999001031000230116	20200427	1	999000011000230102	999001011000230105	en	900000000000013009	UK NHS primary care data extraction - General practice data extraction - diabetic foot assessment including details of sensation, vibration, pulses, skin simple reference set	900000000000017005
999001061000230111	20200427	1	999000011000230102	999001051000230109	en	900000000000003001	United Kingdom National Health Service primary care data extraction - General practice data extraction - impaired glucose regulation, glucose tolerance and fasting glycaemia simple reference set (foundation metadata concept)	900000000000017005
999001071000230119	20200427	1	999000011000230102	999001051000230109	en	900000000000013009	UK NHS primary care data extraction - General practice data extraction - impaired glucose regulation, glucose tolerance and fasting glycaemia simple reference set	900000000000017005
999001101000230113	20200427	1	999000011000230102	999001091000230104	en	900000000000003001	United Kingdom National Health Service primary care data extraction - General practice data extraction - psychosis, schizophrenia and bipolar affective disorder simple reference set (foundation metadata concept)	900000000000017005
999001111000230110	20200427	1	999000011000230102	999001091000230104	en	900000000000013009	UK NHS primary care data extraction - General practice data extraction - psychosis, schizophrenia and bipolar affective disorder simple reference set	900000000000017005
999001141000230111	20200427	1	999000011000230102	999001131000230101	en	900000000000003001	United Kingdom National Health Service primary care data extraction - General practice data extraction - urine albumin or protein has been tested for National Diabetes Audit simple reference set (foundation metadata concept)	900000000000017005
999001151000230114	20200427	1	999000011000230102	999001131000230101	en	900000000000013009	UK NHS primary care data extraction - General practice data extraction - urine albumin or protein has been tested for National Diabetes Audit simple reference set	900000000000017005
999001181000230118	20200427	1	999000011000230102	999001171000230104	en	900000000000003001	United Kingdom National Health Service primary care data extraction - General practice data extraction - body mass index and weight findings for National Diabetes Audit simple reference set (foundation metadata concept)	900000000000017005
